t	X_CHL	X_ALG	X_PG	X_TAG	S_CO2	S_A	S_G	S_O2	S_NH	S_NO	S_P	X_N_ALG	X_P_ALG	Q
0.868055556	0	0	0	0	30	5	5	5	15.88294025	16.41	0.088928556	0	0	421.8611433
0.871527778	0	0	0	0	30	5	5	5	15.89266187	16.41	0.088966117	0	0	421.8611433
0.875	0	0	0	0	30	5	5	5	15.90235237	16.41	0.089003852	0	0	421.8611433
0.878472222	0	0	0	0	30	5	5	5	15.91200872	16.41	0.08904176	0	0	421.8611433
0.881944444	0	0	0	0	30	5	5	5	15.92162799	16.41	0.089079843	0	0	421.8611433
0.885416667	0	0	0	0	30	5	5	5	15.93120733	16.41	0.0891181	0	0	421.8611433
0.888888889	0	0	0	0	30	5	5	5	15.940744	16.41	0.089156533	0	0	421.8611433
0.892361111	0	0	0	0	30	5	5	5	15.95023533	16.41	0.089195143	0	0	421.8611433
0.895833333	0	0	0	0	30	5	5	5	15.95967877	16.41	0.089233929	0	0	421.8611433
0.899305556	0	0	0	0	30	5	5	5	15.96907185	16.41	0.089272893	0	0	421.8611433
0.902777778	0	0	0	0	30	5	5	5	15.97841216	16.41	0.089312035	0	0	421.8611433
0.90625	0	0	0	0	30	5	5	5	15.98769742	16.41	0.089351356	0	0	421.8611433
0.909722222	0	0	0	0	30	5	5	5	15.9969254	16.41	0.089390857	0	0	421.8611433
0.913194444	0	0	0	0	30	5	5	5	16.00890914	16.41	0.089454707	0	0	421.8611433
0.916666667	0	0	0	0	30	5	5	5	16.02083144	16.41	0.089518738	0	0	421.8611433
0.920138889	0	0	0	0	30	5	5	5	16.03269033	16.41	0.089582951	0	0	421.8611433
0.923611111	0	0	0	0	30	5	5	5	16.04448392	16.41	0.089647346	0	0	421.8611433
0.927083333	0	0	0	0	30	5	5	5	16.05621042	16.41	0.089711924	0	0	421.8611433
0.930555556	0	0	0	0	30	5	5	5	16.06786809	16.41	0.089776687	0	0	421.8611433
0.934027778	0	0	0	0	30	5	5	5	16.07945529	16.41	0.089841634	0	0	421.8611433
0.9375	0	0	0	0	30	5	5	5	16.09097044	16.41	0.089906767	0	0	421.8611433
0.940972222	0	0	0	0	30	5	5	5	16.10241204	16.41	0.089972086	0	0	421.8611433
0.944444444	0	0	0	0	30	5	5	5	16.11377865	16.41	0.090037592	0	0	421.8611433
0.947916667	0	0	0	0	30	5	5	5	16.12506893	16.41	0.090103287	0	0	421.8611433
0.951388889	0	0	0	0	30	5	5	5	16.13628157	16.41	0.09016917	0	0	421.8611433
0.954861111	0	0	0	0	30	5	5	5	16.14741535	16.41	0.090235242	0	0	421.8611433
0.958333333	0	0	0	0	30	5	5	5	16.15846911	16.41	0.090301506	0	0	421.8611433
0.961805556	0	0	0	0	30	5	5	5	16.16944176	16.41	0.09036796	0	0	421.8611433
0.965277778	0	0	0	0	30	5	5	5	16.18033225	16.41	0.090434607	0	0	421.8611433
0.96875	0	0	0	0	30	5	5	5	16.19113963	16.41	0.090501447	0	0	421.8611433
0.972222222	0	0	0	0	30	5	5	5	16.20186297	16.41	0.090568481	0	0	421.8611433
0.975694444	0	0	0	0	30	5	5	5	16.21250141	16.41	0.09063571	0	0	421.8611433
0.979166667	0	0	0	0	30	5	5	5	16.22305416	16.41	0.090703134	0	0	421.8611433
0.982638889	0	0	0	0	30	5	5	5	16.23352046	16.41	0.090770755	0	0	421.8611433
